condition,time_sec,luminance_mean,visual_change,cut_event,flash_proxy,audio_rms_proxy,audio_derivative_proxy,cue_on,cue_value,cue_phase_sin,cue_phase_cos,als_start_pulse
control,171.0,40.438,0.07351,0,0,0.07,0,1,2,0.0,1.0,0
control,171.25,40.72,0.07,0,0,0.07,0,1,2,0.5,0.866025,0
control,171.5,41.011,0.06627,0,0,0.07,0,1,2,0.866025,0.5,0
control,171.75,41.313,0.06236,0,0,0.07,0,1,2,1.0,0.0,0
control,172.0,41.623,0.05832,0,0,0.07,0,0,0,0.866025,-0.5,0
control,172.25,41.943,0.05418,0,0,0.07,0,0,0,0.5,-0.866025,0
control,172.5,42.272,0.05,0,0,0.07,0,0,0,0.0,-1.0,0
control,172.75,42.61,0.05418,0,0,0.07,0,0,0,-0.5,-0.866025,0
control,173.0,42.956,0.05832,0,0,0.07,0,0,0,-0.866025,-0.5,0
control,173.25,43.31,0.06236,0,0,0.07,0,0,0,-1.0,-0.0,0
control,173.5,43.672,0.06627,0,0,0.07,0,0,0,-0.866025,0.5,0
control,173.75,44.042,0.07,0,0,0.07,0,0,0,-0.5,0.866025,0
control,174.0,44.42,0.07351,0,0,0.07,0,1,9,0.0,1.0,0
control,174.25,44.805,0.07677,0,0,0.07,0,1,9,0.5,0.866025,0
control,174.5,45.196,0.07973,0,0,0.07,0,1,9,0.866025,0.5,0
control,174.75,45.595,0.08236,0,0,0.07,0,1,9,1.0,0.0,0
control,175.0,46.0,0.08464,0,0,0.07,0,0,0,0.866025,-0.5,0
control,175.25,46.411,0.08654,0,0,0.07,0,0,0,0.5,-0.866025,0
control,175.5,46.828,0.08804,0,0,0.07,0,0,0,0.0,-1.0,0
control,175.75,47.251,0.08913,0,0,0.07,0,0,0,-0.5,-0.866025,0
control,176.0,47.679,0.08978,0,0,0.07,0,0,0,-0.866025,-0.5,0
control,176.25,48.112,0.09,0,0,0.07,0,0,0,-1.0,-0.0,0
control,176.5,48.549,0.08978,0,0,0.07,0,0,0,-0.866025,0.5,0
control,176.75,48.991,0.08913,0,0,0.07,0,0,0,-0.5,0.866025,0
control,177.0,49.438,0.08804,0,0,0.07,0,1,1,0.0,1.0,0
control,177.25,49.888,0.08654,0,0,0.07,0,1,1,0.5,0.866025,0
control,177.5,50.341,0.08464,0,0,0.07,0,1,1,0.866025,0.5,0
control,177.75,50.798,0.08236,0,0,0.07,0,1,1,1.0,0.0,0
control,178.0,51.258,0.07973,0,0,0.07,0,0,0,0.866025,-0.5,0
control,178.25,51.72,0.07677,0,0,0.07,0,0,0,0.5,-0.866025,0
control,178.5,52.184,0.07351,0,0,0.07,0,0,0,0.0,-1.0,0
control,178.75,52.651,0.07,0,0,0.07,0,0,0,-0.5,-0.866025,0
control,179.0,53.118,0.06627,0,0,0.07,0,0,0,-0.866025,-0.5,0
control,179.25,53.588,0.06236,0,0,0.07,0,0,0,-1.0,-0.0,0
control,179.5,54.058,0.05832,0,0,0.07,0,0,0,-0.866025,0.5,0
control,179.75,54.529,0.05418,0,0,0.07,0,0,0,-0.5,0.866025,0
target,0.0,40.0,0.05,1,0,0.08,0,0,0,0.0,1.0,0
target,0.25,295.471,0.05418,0,1,0.080021,0,0,0,0.5,0.866025,1
target,0.5,295.942,0.05832,0,1,0.080082,0,0,0,0.866025,0.5,1
target,0.75,296.412,0.06236,0,1,0.080185,0,0,0,1.0,0.0,1
target,1.0,41.882,0.06627,0,0,0.080328,0,0,0,0.866025,-0.5,0
target,1.25,42.349,0.07,0,0,0.080511,0,0,0,0.5,-0.866025,0
target,1.5,42.816,0.07351,0,0,0.080734,0,0,0,0.0,-1.0,0
target,1.75,43.28,0.07677,0,0,0.080996,0,0,0,-0.5,-0.866025,0
target,2.0,43.742,0.07973,0,0,0.081297,0,0,0,-0.866025,-0.5,0
target,2.25,44.202,0.08236,0,0,0.081635,0,0,0,-1.0,-0.0,0
target,2.5,44.659,0.08464,0,0,0.08201,0,0,0,-0.866025,0.5,0
target,2.75,45.112,0.08654,0,0,0.08242,0,0,0,-0.5,0.866025,0
target,3.0,45.562,0.08804,0,0,0.082865,0,1,8,0.0,1.0,0
target,3.25,46.009,0.08913,0,0,0.083343,0,1,8,0.5,0.866025,0
target,3.5,46.451,0.08978,0,0,0.083853,0,1,8,0.866025,0.5,0
target,3.75,46.888,0.09,0,0,0.084393,0,1,8,1.0,0.0,0
target,4.0,47.321,0.08978,0,0,0.084963,0,0,0,0.866025,-0.5,0
target,4.25,47.749,0.08913,0,0,0.08556,0,0,0,0.5,-0.866025,0
target,4.5,48.172,0.08804,0,0,0.086183,0,0,0,0.0,-1.0,0
target,4.75,48.589,0.08654,0,0,0.08683,0,0,0,-0.5,-0.866025,0
target,5.0,49.0,0.08464,0,0,0.0875,0,0,0,-0.866025,-0.5,0
target,5.25,49.405,0.08236,0,0,0.08819,0,0,0,-1.0,-0.0,0
target,5.5,49.804,0.07973,0,0,0.088899,0,0,0,-0.866025,0.5,0
target,5.75,50.195,0.07677,0,0,0.089624,0,0,0,-0.5,0.866025,0
target,6.0,50.58,0.07351,0,0,0.090365,0,1,9,0.0,1.0,0
target,6.25,50.958,0.07,0,0,0.091118,0,1,9,0.5,0.866025,0
target,6.5,51.328,0.06627,0,0,0.091881,0,1,9,0.866025,0.5,0
target,6.75,51.69,0.06236,0,0,0.092653,0,1,9,1.0,0.0,0
target,7.0,52.044,0.05832,0,0,0.093432,0,0,0,0.866025,-0.5,0
target,7.25,52.39,0.05418,0,0,0.094215,0,0,0,0.5,-0.866025,0
target,7.5,52.728,0.05,0,0,0.095,0,0,0,0.0,-1.0,0
target,7.75,53.057,0.05418,0,0,0.095785,0,0,0,-0.5,-0.866025,0
target,8.0,53.377,0.05832,0,0,0.096568,0,0,0,-0.866025,-0.5,0
target,8.25,53.687,0.06236,0,0,0.097347,0,0,0,-1.0,-0.0,0
target,8.5,53.989,0.06627,0,0,0.098119,0,0,0,-0.866025,0.5,0
target,8.75,54.28,0.07,0,0,0.098882,0,0,0,-0.5,0.866025,0
target,9.0,54.562,0.07351,0,0,0.099635,0,1,1,0.0,1.0,0
target,9.25,54.834,0.07677,0,0,0.100376,0,1,1,0.5,0.866025,0
target,9.5,55.096,0.07973,0,0,0.101101,0,1,1,0.866025,0.5,0
target,9.75,55.348,0.08236,0,0,0.10181,0,1,1,1.0,0.0,0
target,10.0,55.588,0.08464,0,0,0.1025,0,0,0,0.866025,-0.5,0
target,10.25,55.819,0.08654,0,0,0.10317,0,0,0,0.5,-0.866025,0
target,10.5,56.038,0.08804,0,0,0.103817,0,0,0,0.0,-1.0,0
target,10.75,56.247,0.08913,0,0,0.10444,0,0,0,-0.5,-0.866025,0
target,11.0,56.444,0.08978,0,0,0.105037,0,0,0,-0.866025,-0.5,0
target,11.25,56.63,0.09,0,0,0.105607,0,0,0,-1.0,-0.0,0
target,11.5,56.804,0.08978,0,0,0.106147,0,0,0,-0.866025,0.5,0
target,11.75,56.968,0.08913,0,0,0.106657,0,0,0,-0.5,0.866025,0
target,12.0,57.119,0.08804,0,0,0.107135,0,1,7,0.0,1.0,0
target,12.25,57.259,0.08654,0,0,0.10758,0,1,7,0.5,0.866025,0
target,12.5,57.387,0.08464,0,0,0.10799,0,1,7,0.866025,0.5,0
target,12.75,57.503,0.08236,0,0,0.108365,0,1,7,1.0,0.0,0
target,13.0,57.607,0.07973,0,0,0.108703,0,0,0,0.866025,-0.5,0
target,13.25,57.699,0.07677,0,0,0.109004,0,0,0,0.5,-0.866025,0
target,13.5,57.778,0.07351,0,0,0.109266,0,0,0,0.0,-1.0,0
target,13.75,57.846,0.07,0,0,0.109489,0,0,0,-0.5,-0.866025,0
target,14.0,57.901,0.06627,0,0,0.109672,0,0,0,-0.866025,-0.5,0
target,14.25,57.945,0.06236,0,0,0.109815,0,0,0,-1.0,-0.0,0
target,14.5,57.975,0.05832,0,0,0.109918,0,0,0,-0.866025,0.5,0
target,14.75,57.994,0.05418,0,0,0.109979,0,0,0,-0.5,0.866025,0
target,15.0,58.0,0.05,0,0,0.11,0,1,7,0.0,1.0,0
target,15.25,57.994,0.05418,0,0,0.109979,0,1,7,0.5,0.866025,0
target,15.5,57.975,0.05832,0,0,0.109918,0,1,7,0.866025,0.5,0
target,15.75,57.945,0.06236,0,0,0.109815,0,1,7,1.0,0.0,0
target,16.0,57.901,0.06627,0,0,0.109672,0,0,0,0.866025,-0.5,0
target,16.25,57.846,0.07,0,0,0.109489,0,0,0,0.5,-0.866025,0
target,16.5,57.778,0.07351,0,0,0.109266,0,0,0,0.0,-1.0,0
target,16.75,57.699,0.07677,0,0,0.109004,0,0,0,-0.5,-0.866025,0
target,17.0,57.607,0.07973,0,0,0.108703,0,0,0,-0.866025,-0.5,0
target,17.25,57.503,0.08236,0,0,0.108365,0,0,0,-1.0,-0.0,0
target,17.5,57.387,0.08464,0,0,0.10799,0,0,0,-0.866025,0.5,0
target,17.75,57.259,0.08654,0,0,0.10758,0,0,0,-0.5,0.866025,0
target,18.0,57.119,0.08804,0,0,0.107135,0,1,3,0.0,1.0,0
target,18.25,56.968,0.08913,0,0,0.106657,0,1,3,0.5,0.866025,0
target,18.5,56.804,0.08978,0,0,0.106147,0,1,3,0.866025,0.5,0
target,18.75,56.63,0.09,0,0,0.105607,0,1,3,1.0,0.0,0
target,19.0,56.444,0.08978,0,0,0.105037,0,0,0,0.866025,-0.5,0
target,19.25,56.247,0.08913,0,0,0.10444,0,0,0,0.5,-0.866025,0
target,19.5,56.038,0.08804,0,0,0.103817,0,0,0,0.0,-1.0,0
target,19.75,55.819,0.08654,0,0,0.10317,0,0,0,-0.5,-0.866025,0
target,20.0,55.588,0.08464,0,0,0.1025,0,0,0,-0.866025,-0.5,0
target,20.25,55.348,0.08236,0,0,0.10181,0,0,0,-1.0,-0.0,0
target,20.5,55.096,0.07973,0,0,0.101101,0,0,0,-0.866025,0.5,0
target,20.75,54.834,0.07677,0,0,0.100376,0,0,0,-0.5,0.866025,0
target,21.0,54.562,0.07351,0,0,0.099635,0,1,8,0.0,1.0,0
target,21.25,54.28,0.07,0,0,0.098882,0,1,8,0.5,0.866025,0
target,21.5,53.989,0.06627,0,0,0.098119,0,1,8,0.866025,0.5,0
target,21.75,53.687,0.06236,0,0,0.097347,0,1,8,1.0,0.0,0
target,22.0,53.377,0.05832,0,0,0.096568,0,0,0,0.866025,-0.5,0
target,22.25,53.057,0.05418,0,0,0.095785,0,0,0,0.5,-0.866025,0
target,22.5,52.728,0.05,0,0,0.095,0,0,0,0.0,-1.0,0
target,22.75,52.39,0.05418,0,0,0.094215,0,0,0,-0.5,-0.866025,0
target,23.0,52.044,0.05832,0,0,0.093432,0,0,0,-0.866025,-0.5,0
target,23.25,51.69,0.06236,0,0,0.092653,0,0,0,-1.0,-0.0,0
target,23.5,51.328,0.06627,0,0,0.091881,0,0,0,-0.866025,0.5,0
target,23.75,50.958,0.07,0,0,0.091118,0,0,0,-0.5,0.866025,0
target,24.0,50.58,0.07351,0,0,0.090365,0,1,4,0.0,1.0,0
target,24.25,50.195,0.07677,0,0,0.089624,0,1,4,0.5,0.866025,0
target,24.5,49.804,0.07973,0,0,0.088899,0,1,4,0.866025,0.5,0
target,24.75,49.405,0.08236,0,0,0.08819,0,1,4,1.0,0.0,0
target,25.0,49.0,0.08464,0,0,0.0875,0,0,0,0.866025,-0.5,0
target,25.25,48.589,0.08654,0,0,0.08683,0,0,0,0.5,-0.866025,0
target,25.5,48.172,0.08804,0,0,0.086183,0,0,0,0.0,-1.0,0
target,25.75,47.749,0.08913,0,0,0.08556,0,0,0,-0.5,-0.866025,0
target,26.0,47.321,0.08978,0,0,0.084963,0,0,0,-0.866025,-0.5,0
target,26.25,46.888,0.09,0,0,0.084393,0,0,0,-1.0,-0.0,0
target,26.5,46.451,0.08978,0,0,0.083853,0,0,0,-0.866025,0.5,0
target,26.75,46.009,0.08913,0,0,0.083343,0,0,0,-0.5,0.866025,0
target,27.0,45.562,0.08804,0,0,0.082865,0,1,9,0.0,1.0,0
target,27.25,45.112,0.08654,0,0,0.08242,0,1,9,0.5,0.866025,0
target,27.5,44.659,0.08464,0,0,0.08201,0,1,9,0.866025,0.5,0
target,27.75,44.202,0.08236,0,0,0.081635,0,1,9,1.0,0.0,0
target,28.0,43.742,0.07973,0,0,0.081297,0,0,0,0.866025,-0.5,0
target,28.25,43.28,0.07677,0,0,0.080996,0,0,0,0.5,-0.866025,0
target,28.5,42.816,0.07351,0,0,0.080734,0,0,0,0.0,-1.0,0
target,28.75,42.349,0.07,0,0,0.080511,0,0,0,-0.5,-0.866025,0
target,29.0,41.882,0.06627,0,0,0.080328,0,0,0,-0.866025,-0.5,0
target,29.25,41.412,0.06236,0,0,0.080185,0,0,0,-1.0,-0.0,0
target,29.5,40.942,0.05832,0,0,0.080082,0,0,0,-0.866025,0.5,0
target,29.75,40.471,0.05418,0,0,0.080021,0,0,0,-0.5,0.866025,0
target,30.0,40.0,0.05,0,0,0.08,0,1,5,0.0,1.0,0
target,30.25,39.529,0.05418,0,0,0.080021,0,1,5,0.5,0.866025,0
target,30.5,39.058,0.05832,0,0,0.080082,0,1,5,0.866025,0.5,0
target,30.75,38.588,0.06236,0,0,0.080185,0,1,5,1.0,0.0,0
target,31.0,38.118,0.06627,0,0,0.080328,0,0,0,0.866025,-0.5,0
target,31.25,37.651,0.07,0,0,0.080511,0,0,0,0.5,-0.866025,0
target,31.5,37.184,0.07351,0,0,0.080734,0,0,0,0.0,-1.0,0
target,31.75,36.72,0.07677,0,0,0.080996,0,0,0,-0.5,-0.866025,0
target,32.0,36.258,0.07973,0,0,0.081297,0,0,0,-0.866025,-0.5,0
target,32.25,35.798,0.08236,0,0,0.081635,0,0,0,-1.0,-0.0,0
target,32.5,35.341,0.08464,0,0,0.08201,0,0,0,-0.866025,0.5,0
target,32.75,34.888,0.08654,0,0,0.08242,0,0,0,-0.5,0.866025,0
target,33.0,34.438,0.08804,0,0,0.082865,0,1,1,0.0,1.0,0
target,33.25,33.991,0.08913,0,0,0.083343,0,1,1,0.5,0.866025,0
target,33.5,33.549,0.08978,0,0,0.083853,0,1,1,0.866025,0.5,0
target,33.75,33.112,0.09,0,0,0.084393,0,1,1,1.0,0.0,0
target,34.0,32.679,0.08978,0,0,0.084963,0,0,0,0.866025,-0.5,0
target,34.25,32.251,0.08913,0,0,0.08556,0,0,0,0.5,-0.866025,0
target,34.5,31.828,0.08804,0,0,0.086183,0,0,0,0.0,-1.0,0
target,34.75,31.411,0.08654,0,0,0.08683,0,0,0,-0.5,-0.866025,0
target,35.0,31.0,0.08464,0,0,0.0875,0,0,0,-0.866025,-0.5,0
target,35.25,30.595,0.08236,0,0,0.08819,0,0,0,-1.0,-0.0,0
target,35.5,30.196,0.07973,0,0,0.088899,0,0,0,-0.866025,0.5,0
target,35.75,29.805,0.07677,0,0,0.089624,0,0,0,-0.5,0.866025,0
target,36.0,29.42,0.07351,0,0,0.090365,0,1,4,0.0,1.0,0
target,36.25,29.042,0.07,0,0,0.091118,0,1,4,0.5,0.866025,0
target,36.5,28.672,0.06627,0,0,0.091881,0,1,4,0.866025,0.5,0
target,36.75,28.31,0.06236,0,0,0.092653,0,1,4,1.0,0.0,0
target,37.0,27.956,0.05832,0,0,0.093432,0,0,0,0.866025,-0.5,0
target,37.25,27.61,0.05418,0,0,0.094215,0,0,0,0.5,-0.866025,0
target,37.5,27.272,0.05,0,0,0.095,0,0,0,0.0,-1.0,0
target,37.75,26.943,0.05418,0,0,0.095785,0,0,0,-0.5,-0.866025,0
target,38.0,26.623,0.05832,0,0,0.096568,0,0,0,-0.866025,-0.5,0
target,38.25,26.313,0.06236,0,0,0.097347,0,0,0,-1.0,-0.0,0
target,38.5,26.011,0.06627,0,0,0.098119,0,0,0,-0.866025,0.5,0
target,38.75,25.72,0.07,0,0,0.098882,0,0,0,-0.5,0.866025,0
target,39.0,25.438,0.07351,0,0,0.099635,0,1,10,0.0,1.0,0
target,39.25,25.166,0.07677,0,0,0.100376,0,1,10,0.5,0.866025,0
target,39.5,24.904,0.07973,0,0,0.101101,0,1,10,0.866025,0.5,0
target,39.75,24.652,0.08236,0,0,0.10181,0,1,10,1.0,0.0,0
target,40.0,24.412,0.08464,0,0,0.1025,0,0,0,0.866025,-0.5,0
target,40.25,24.181,0.08654,0,0,0.10317,0,0,0,0.5,-0.866025,0
target,40.5,23.962,0.08804,0,0,0.103817,0,0,0,0.0,-1.0,0
target,40.75,23.753,0.08913,0,0,0.10444,0,0,0,-0.5,-0.866025,0
target,41.0,23.556,0.08978,0,0,0.105037,0,0,0,-0.866025,-0.5,0
target,41.25,23.37,0.09,0,0,0.105607,0,0,0,-1.0,-0.0,0
target,41.5,23.196,0.08978,0,0,0.106147,0,0,0,-0.866025,0.5,0
target,41.75,23.032,0.08913,0,0,0.106657,0,0,0,-0.5,0.866025,0
target,42.0,22.881,0.08804,0,0,0.107135,0,1,10,0.0,1.0,0
target,42.25,22.741,0.08654,0,0,0.10758,0,1,10,0.5,0.866025,0
target,42.5,22.613,0.08464,0,0,0.10799,0,1,10,0.866025,0.5,0
target,42.75,22.497,0.08236,0,0,0.108365,0,1,10,1.0,0.0,0
target,43.0,22.393,0.07973,0,0,0.108703,0,0,0,0.866025,-0.5,0
target,43.25,22.301,0.07677,0,0,0.109004,0,0,0,0.5,-0.866025,0
target,43.5,22.222,0.07351,0,0,0.109266,0,0,0,0.0,-1.0,0
target,43.75,22.154,0.07,0,0,0.109489,0,0,0,-0.5,-0.866025,0
target,44.0,22.099,0.06627,0,0,0.109672,0,0,0,-0.866025,-0.5,0
target,44.25,22.055,0.06236,0,0,0.109815,0,0,0,-1.0,-0.0,0
target,44.5,22.025,0.05832,0,0,0.109918,0,0,0,-0.866025,0.5,0
target,44.75,22.006,0.05418,0,0,0.109979,0,0,0,-0.5,0.866025,0
target,45.0,47.0,0.05,1,0,0.11,0,1,6,0.0,1.0,0
target,45.25,47.006,0.05418,0,0,0.109979,0,1,6,0.5,0.866025,0
target,45.5,47.025,0.05832,0,0,0.109918,0,1,6,0.866025,0.5,0
target,45.75,47.055,0.06236,0,0,0.109815,0,1,6,1.0,0.0,0
target,46.0,47.099,0.06627,0,0,0.109672,0,0,0,0.866025,-0.5,0
target,46.25,47.154,0.07,0,0,0.109489,0,0,0,0.5,-0.866025,0
target,46.5,47.222,0.07351,0,0,0.109266,0,0,0,0.0,-1.0,0
target,46.75,47.301,0.07677,0,0,0.109004,0,0,0,-0.5,-0.866025,0
target,47.0,47.393,0.07973,0,0,0.108703,0,0,0,-0.866025,-0.5,0
target,47.25,47.497,0.08236,0,0,0.108365,0,0,0,-1.0,-0.0,0
target,47.5,47.613,0.08464,0,0,0.10799,0,0,0,-0.866025,0.5,0
target,47.75,47.741,0.08654,0,0,0.10758,0,0,0,-0.5,0.866025,0
target,48.0,47.881,0.08804,0,0,0.107135,0,1,6,0.0,1.0,0
target,48.25,48.032,0.08913,0,0,0.106657,0,1,6,0.5,0.866025,0
target,48.5,48.196,0.08978,0,0,0.106147,0,1,6,0.866025,0.5,0
target,48.75,48.37,0.09,0,0,0.105607,0,1,6,1.0,0.0,0
target,49.0,48.556,0.08978,0,0,0.105037,0,0,0,0.866025,-0.5,0
target,49.25,48.753,0.08913,0,0,0.10444,0,0,0,0.5,-0.866025,0
target,49.5,48.962,0.08804,0,0,0.103817,0,0,0,0.0,-1.0,0
target,49.75,49.181,0.08654,0,0,0.10317,0,0,0,-0.5,-0.866025,0
target,50.0,49.412,0.08464,0,0,0.1025,0,0,0,-0.866025,-0.5,0
target,50.25,49.652,0.08236,0,0,0.10181,0,0,0,-1.0,-0.0,0
target,50.5,49.904,0.07973,0,0,0.101101,0,0,0,-0.866025,0.5,0
target,50.75,50.166,0.07677,0,0,0.100376,0,0,0,-0.5,0.866025,0
target,51.0,50.438,0.07351,0,0,0.099635,0,1,4,0.0,1.0,0
target,51.25,50.72,0.07,0,0,0.098882,0,1,4,0.5,0.866025,0
target,51.5,51.011,0.06627,0,0,0.098119,0,1,4,0.866025,0.5,0
target,51.75,51.313,0.06236,0,0,0.097347,0,1,4,1.0,0.0,0
target,52.0,51.623,0.05832,0,0,0.096568,0,0,0,0.866025,-0.5,0
target,52.25,51.943,0.05418,0,0,0.095785,0,0,0,0.5,-0.866025,0
target,52.5,52.272,0.05,0,0,0.095,0,0,0,0.0,-1.0,0
target,52.75,52.61,0.05418,0,0,0.094215,0,0,0,-0.5,-0.866025,0
target,53.0,52.956,0.05832,0,0,0.093432,0,0,0,-0.866025,-0.5,0
target,53.25,53.31,0.06236,0,0,0.092653,0,0,0,-1.0,-0.0,0
target,53.5,53.672,0.06627,0,0,0.091881,0,0,0,-0.866025,0.5,0
target,53.75,54.042,0.07,0,0,0.091118,0,0,0,-0.5,0.866025,0
target,54.0,54.42,0.07351,0,0,0.090365,0,1,6,0.0,1.0,0
target,54.25,54.805,0.07677,0,0,0.089624,0,1,6,0.5,0.866025,0
target,54.5,55.196,0.07973,0,0,0.088899,0,1,6,0.866025,0.5,0
target,54.75,55.595,0.08236,0,0,0.08819,0,1,6,1.0,0.0,0
target,55.0,56.0,0.08464,0,0,0.0875,0,0,0,0.866025,-0.5,0
target,55.25,56.411,0.08654,0,0,0.08683,0,0,0,0.5,-0.866025,0
target,55.5,56.828,0.08804,0,0,0.086183,0,0,0,0.0,-1.0,0
target,55.75,57.251,0.08913,0,0,0.08556,0,0,0,-0.5,-0.866025,0
target,56.0,57.679,0.08978,0,0,0.084963,0,0,0,-0.866025,-0.5,0
target,56.25,58.112,0.09,0,0,0.084393,0,0,0,-1.0,-0.0,0
target,56.5,58.549,0.08978,0,0,0.083853,0,0,0,-0.866025,0.5,0
target,56.75,58.991,0.08913,0,0,0.083343,0,0,0,-0.5,0.866025,0
target,57.0,59.438,0.08804,0,0,0.082865,0,1,3,0.0,1.0,0
target,57.25,59.888,0.08654,0,0,0.08242,0,1,3,0.5,0.866025,0
target,57.5,60.341,0.08464,0,0,0.08201,0,1,3,0.866025,0.5,0
target,57.75,60.798,0.08236,0,0,0.081635,0,1,3,1.0,0.0,0
target,58.0,61.258,0.07973,0,0,0.081297,0,0,0,0.866025,-0.5,0
target,58.25,61.72,0.07677,0,0,0.080996,0,0,0,0.5,-0.866025,0
target,58.5,62.184,0.07351,0,0,0.080734,0,0,0,0.0,-1.0,0
target,58.75,62.651,0.07,0,0,0.080511,0,0,0,-0.5,-0.866025,0
target,59.0,63.118,0.06627,0,0,0.080328,0,0,0,-0.866025,-0.5,0
target,59.25,63.588,0.06236,0,0,0.080185,0,0,0,-1.0,-0.0,0
target,59.5,64.058,0.05832,0,0,0.080082,0,0,0,-0.866025,0.5,0
target,59.75,64.529,0.05418,0,0,0.080021,0,0,0,-0.5,0.866025,0
target,60.0,65.0,0.05,0,0,0.08,0,1,4,0.0,1.0,0
target,60.25,65.471,0.05418,0,0,0.080021,0,1,4,0.5,0.866025,0
target,60.5,65.942,0.05832,0,0,0.080082,0,1,4,0.866025,0.5,0
target,60.75,66.412,0.06236,0,0,0.080185,0,1,4,1.0,0.0,0
target,61.0,66.882,0.06627,0,0,0.080328,0,0,0,0.866025,-0.5,0
target,61.25,67.349,0.07,0,0,0.080511,0,0,0,0.5,-0.866025,0
target,61.5,67.816,0.07351,0,0,0.080734,0,0,0,0.0,-1.0,0
target,61.75,68.28,0.07677,0,0,0.080996,0,0,0,-0.5,-0.866025,0
target,62.0,68.742,0.07973,0,0,0.081297,0,0,0,-0.866025,-0.5,0
target,62.25,69.202,0.08236,0,0,0.081635,0,0,0,-1.0,-0.0,0
target,62.5,69.659,0.08464,0,0,0.08201,0,0,0,-0.866025,0.5,0
target,62.75,70.112,0.08654,0,0,0.08242,0,0,0,-0.5,0.866025,0
target,63.0,70.562,0.08804,0,0,0.082865,0,1,7,0.0,1.0,0
target,63.25,71.009,0.08913,0,0,0.083343,0,1,7,0.5,0.866025,0
target,63.5,71.451,0.08978,0,0,0.083853,0,1,7,0.866025,0.5,0
target,63.75,71.888,0.09,0,0,0.084393,0,1,7,1.0,0.0,0
target,64.0,72.321,0.08978,0,0,0.084963,0,0,0,0.866025,-0.5,0
target,64.25,72.749,0.08913,0,0,0.08556,0,0,0,0.5,-0.866025,0
target,64.5,73.172,0.08804,0,0,0.086183,0,0,0,0.0,-1.0,0
target,64.75,73.589,0.08654,0,0,0.08683,0,0,0,-0.5,-0.866025,0
target,65.0,74.0,0.08464,0,0,0.0875,0,0,0,-0.866025,-0.5,0
target,65.25,74.405,0.08236,0,0,0.08819,0,0,0,-1.0,-0.0,0
target,65.5,74.804,0.07973,0,0,0.088899,0,0,0,-0.866025,0.5,0
target,65.75,75.195,0.07677,0,0,0.089624,0,0,0,-0.5,0.866025,0
target,66.0,75.58,0.07351,0,0,0.090365,0,1,5,0.0,1.0,0
target,66.25,75.958,0.07,0,0,0.091118,0,1,5,0.5,0.866025,0
target,66.5,76.328,0.06627,0,0,0.091881,0,1,5,0.866025,0.5,0
target,66.75,76.69,0.06236,0,0,0.092653,0,1,5,1.0,0.0,0
target,67.0,77.044,0.05832,0,0,0.093432,0,0,0,0.866025,-0.5,0
target,67.25,77.39,0.05418,0,0,0.094215,0,0,0,0.5,-0.866025,0
target,67.5,77.728,0.05,0,0,0.095,0,0,0,0.0,-1.0,0
target,67.75,78.057,0.05418,0,0,0.095785,0,0,0,-0.5,-0.866025,0
target,68.0,78.377,0.05832,0,0,0.096568,0,0,0,-0.866025,-0.5,0
target,68.25,78.687,0.06236,0,0,0.097347,0,0,0,-1.0,-0.0,0
target,68.5,78.989,0.06627,0,0,0.098119,0,0,0,-0.866025,0.5,0
target,68.75,79.28,0.07,0,0,0.098882,0,0,0,-0.5,0.866025,0
target,69.0,79.562,0.07351,0,0,0.099635,0,1,9,0.0,1.0,0
target,69.25,79.834,0.07677,0,0,0.100376,0,1,9,0.5,0.866025,0
target,69.5,80.096,0.07973,0,0,0.101101,0,1,9,0.866025,0.5,0
target,69.75,80.348,0.08236,0,0,0.10181,0,1,9,1.0,0.0,0
target,70.0,80.588,0.08464,0,0,0.1025,0,0,0,0.866025,-0.5,0
target,70.25,80.819,0.08654,0,0,0.10317,0,0,0,0.5,-0.866025,0
target,70.5,81.038,0.08804,0,0,0.103817,0,0,0,0.0,-1.0,0
target,70.75,81.247,0.08913,0,0,0.10444,0,0,0,-0.5,-0.866025,0
target,71.0,81.444,0.08978,0,0,0.105037,0,0,0,-0.866025,-0.5,0
target,71.25,81.63,0.09,0,0,0.105607,0,0,0,-1.0,-0.0,0
target,71.5,81.804,0.08978,0,0,0.106147,0,0,0,-0.866025,0.5,0
target,71.75,81.968,0.08913,0,0,0.106657,0,0,0,-0.5,0.866025,0
target,72.0,82.119,0.08804,0,0,0.107135,0,1,3,0.0,1.0,0
target,72.25,82.259,0.08654,0,0,0.10758,0,1,3,0.5,0.866025,0
target,72.5,82.387,0.08464,0,0,0.10799,0,1,3,0.866025,0.5,0
target,72.75,82.503,0.08236,0,0,0.108365,0,1,3,1.0,0.0,0
target,73.0,82.607,0.07973,0,0,0.108703,0,0,0,0.866025,-0.5,0
target,73.25,82.699,0.07677,0,0,0.109004,0,0,0,0.5,-0.866025,0
target,73.5,82.778,0.07351,0,0,0.109266,0,0,0,0.0,-1.0,0
target,73.75,82.846,0.07,0,0,0.109489,0,0,0,-0.5,-0.866025,0
target,74.0,82.901,0.06627,0,0,0.109672,0,0,0,-0.866025,-0.5,0
target,74.25,82.945,0.06236,0,0,0.109815,0,0,0,-1.0,-0.0,0
target,74.5,82.975,0.05832,0,0,0.109918,0,0,0,-0.866025,0.5,0
target,74.75,82.994,0.05418,0,0,0.109979,0,0,0,-0.5,0.866025,0
